exercise_id,name,body_part,equipment,level,type,desc,text
ex_2539,Single-dumbbell front raise,Shoulders,Dumbbell,Intermediate,Strength,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.","Single-dumbbell front raise targeting Shoulders using Dumbbell at Intermediate level. The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout."
ex_2540,Arnold press,Shoulders,Dumbbell,Intermediate,Strength,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.","Arnold press targeting Shoulders using Dumbbell at Intermediate level. Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout."
ex_2541,Single-arm standing shoulder press,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.","Single-arm standing shoulder press targeting Shoulders using Dumbbell at Intermediate level. The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps."
ex_2542,Dumbbell front raise,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.","Dumbbell front raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout."
ex_2543,Bent-over dumbbell rear delt row,Shoulders,Dumbbell,Intermediate,Strength,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.","Bent-over dumbbell rear delt row targeting Shoulders using Dumbbell at Intermediate level. The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
ex_2544,Incline dumbbell front raise,Shoulders,Dumbbell,Intermediate,Strength,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.","Incline dumbbell front raise targeting Shoulders using Dumbbell at Intermediate level. The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training."
ex_2545,Side Lateral Raise,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.","Side Lateral Raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed."
ex_2546,Dumbbell external shoulder rotation,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.","Dumbbell external shoulder rotation targeting Shoulders using Dumbbell at Intermediate level. The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing."
ex_2547,Single-arm incline lateral raise,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.","Single-arm incline lateral raise targeting Shoulders using Dumbbell at Intermediate level. The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more."
ex_2548,Seated rear delt fly,Shoulders,Dumbbell,Intermediate,Strength,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Seated rear delt fly targeting Shoulders using Dumbbell at Intermediate level. The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
ex_2549,Dumbbell Raise,Shoulders,Dumbbell,Beginner,Strength,Dumbbell Raise is a beginner-level strength exercise targeting shoulders.,Dumbbell Raise targeting Shoulders using Dumbbell at Beginner level. Dumbbell Raise is a beginner-level strength exercise targeting shoulders.
ex_2550,Seated Side Lateral Raise,Shoulders,Dumbbell,Intermediate,Strength,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.","Seated Side Lateral Raise targeting Shoulders using Dumbbell at Intermediate level. The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury."
ex_2551,Dumbbell Lying Rear Lateral Raise,Shoulders,Dumbbell,Intermediate,Strength,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Dumbbell Lying Rear Lateral Raise targeting Shoulders using Dumbbell at Intermediate level. The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
ex_2552,Head-on-bench dumbbell rear delt raise,Shoulders,Dumbbell,Intermediate,Strength,"The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Head-on-bench dumbbell rear delt raise targeting Shoulders using Dumbbell at Intermediate level. The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
ex_2553,Cuban press,Shoulders,Dumbbell,Intermediate,Strength,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.","Cuban press targeting Shoulders using Dumbbell at Intermediate level. The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting."
ex_2554,Reverse Flyes With External Rotation,Shoulders,Dumbbell,Beginner,Strength,Reverse Flyes With External Rotation is a beginner-level strength exercise targeting shoulders.,Reverse Flyes With External Rotation targeting Shoulders using Dumbbell at Beginner level. Reverse Flyes With External Rotation is a beginner-level strength exercise targeting shoulders.
ex_2555,Single-arm side lying rear fly,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Single-arm side lying rear fly targeting Shoulders using Dumbbell at Intermediate level. The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
ex_2556,Single-arm dumbbell upright row,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.","Single-arm dumbbell upright row targeting Shoulders using Dumbbell at Intermediate level. The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more."
ex_2557,Dumbbell Scaption,Shoulders,Dumbbell,Beginner,Strength,Dumbbell Scaption is a beginner-level strength exercise targeting shoulders.,Dumbbell Scaption targeting Shoulders using Dumbbell at Beginner level. Dumbbell Scaption is a beginner-level strength exercise targeting shoulders.
ex_2558,See-Saw Press (Alternating Side Press),Shoulders,Dumbbell,Beginner,Strength,See-Saw Press (Alternating Side Press) is a beginner-level strength exercise targeting shoulders.,See-Saw Press (Alternating Side Press) targeting Shoulders using Dumbbell at Beginner level. See-Saw Press (Alternating Side Press) is a beginner-level strength exercise targeting shoulders.
ex_2559,Dumbbell Incline Shoulder Raise,Shoulders,Dumbbell,Beginner,Strength,Dumbbell Incline Shoulder Raise is a beginner-level strength exercise targeting shoulders.,Dumbbell Incline Shoulder Raise targeting Shoulders using Dumbbell at Beginner level. Dumbbell Incline Shoulder Raise is a beginner-level strength exercise targeting shoulders.
ex_2560,Single-arm half-kneeling shoulder press,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic.","Single-arm half-kneeling shoulder press targeting Shoulders using Dumbbell at Intermediate level. The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic."
ex_2561,Dumbbell Clean And Jerk,Shoulders,Dumbbell,Beginner,Strength,Dumbbell Clean And Jerk is a beginner-level strength exercise targeting shoulders.,Dumbbell Clean And Jerk targeting Shoulders using Dumbbell at Beginner level. Dumbbell Clean And Jerk is a beginner-level strength exercise targeting shoulders.
ex_2562,Dumbbell shoulder press with body rotation,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.","Dumbbell shoulder press with body rotation targeting Shoulders using Dumbbell at Intermediate level. The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights."
ex_2563,Dumbbell Fix Dumbbell Military Press,Shoulders,Dumbbell,Intermediate,Strength,Dumbbell Fix Dumbbell Military Press is a intermediate-level strength exercise targeting shoulders.,Dumbbell Fix Dumbbell Military Press targeting Shoulders using Dumbbell at Intermediate level. Dumbbell Fix Dumbbell Military Press is a intermediate-level strength exercise targeting shoulders.
ex_2564,Dumbbell Fix Standing Dumbbell Arnold Press,Shoulders,Dumbbell,Intermediate,Strength,Dumbbell Fix Standing Dumbbell Arnold Press is a intermediate-level strength exercise targeting shoulders.,Dumbbell Fix Standing Dumbbell Arnold Press targeting Shoulders using Dumbbell at Intermediate level. Dumbbell Fix Standing Dumbbell Arnold Press is a intermediate-level strength exercise targeting shoulders.
ex_2565,Dumbbell Fix Dumbbell Single-Arm Snatch,Shoulders,Dumbbell,Intermediate,Strength,Dumbbell Fix Dumbbell Single-Arm Snatch is a intermediate-level strength exercise targeting shoulders.,Dumbbell Fix Dumbbell Single-Arm Snatch targeting Shoulders using Dumbbell at Intermediate level. Dumbbell Fix Dumbbell Single-Arm Snatch is a intermediate-level strength exercise targeting shoulders.
ex_2566,Paul Carter Rear-Delt Fly,Shoulders,Dumbbell,Intermediate,Strength,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Paul Carter Rear-Delt Fly targeting Shoulders using Dumbbell at Intermediate level. The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
ex_2567,FYR Dumbbell Shoulder Press,Shoulders,Dumbbell,Intermediate,Strength,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,FYR Dumbbell Shoulder Press targeting Shoulders using Dumbbell at Intermediate level. The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.
ex_2568,FYR Single-Arm Dumbbell Press,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.","FYR Single-Arm Dumbbell Press targeting Shoulders using Dumbbell at Intermediate level. The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used."
ex_2569,FYR Dumbbell Tempo L-Raise,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.","FYR Dumbbell Tempo L-Raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed."
ex_2570,Dumbbell seesaw shoulder press,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps.","Dumbbell seesaw shoulder press targeting Shoulders using Dumbbell at Intermediate level. The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps."
ex_2571,FYR Dumbbell front raise to lateral raise,Shoulders,Dumbbell,Intermediate,Strength,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,FYR Dumbbell front raise to lateral raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.
ex_2572,FYR Dumbbell Arnold Press,Shoulders,Dumbbell,Intermediate,Strength,"Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion.","FYR Dumbbell Arnold Press targeting Shoulders using Dumbbell at Intermediate level. Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion."
ex_2573,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Shoulders,Dumbbell,Intermediate,Strength,FYR Dumbbell Military Press to Dumbbell High Pull to V-up is a intermediate-level strength exercise targeting shoulders.,FYR Dumbbell Military Press to Dumbbell High Pull to V-up targeting Shoulders using Dumbbell at Intermediate level. FYR Dumbbell Military Press to Dumbbell High Pull to V-up is a intermediate-level strength exercise targeting shoulders.
ex_2574,FYR Dumbbell Thruster,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too.","FYR Dumbbell Thruster targeting Shoulders using Dumbbell at Intermediate level. The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too."
ex_2575,Dumbbell hang snatch,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.","Dumbbell hang snatch targeting Shoulders using Dumbbell at Intermediate level. The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit."
ex_2576,Surfer sprawl,Shoulders,Dumbbell,Intermediate,Strength,"The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank.","Surfer sprawl targeting Shoulders using Dumbbell at Intermediate level. The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank."
ex_2577,Dumbbell clean and press,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell clean and press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.","Dumbbell clean and press targeting Shoulders using Dumbbell at Intermediate level. The dumbbell clean and press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning."
ex_2578,Standing One-Arm Shoulder Press - Gethin Variation,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.","Standing One-Arm Shoulder Press - Gethin Variation targeting Shoulders using Dumbbell at Intermediate level. The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used."
ex_2579,Incline Front Dumbbell Raise - Gethin Variation,Shoulders,Dumbbell,Intermediate,Strength,The incline dumbbell front raise is an isolation exercise targeting the shoulders,Incline Front Dumbbell Raise - Gethin Variation targeting Shoulders using Dumbbell at Intermediate level. The incline dumbbell front raise is an isolation exercise targeting the shoulders
ex_2580,Dumbbell lateral raise,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.","Dumbbell lateral raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout."
ex_2581,Incline Rear-Delt Fly - Gethin Variation,Shoulders,Dumbbell,Intermediate,Strength,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Incline Rear-Delt Fly - Gethin Variation targeting Shoulders using Dumbbell at Intermediate level. The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
ex_2582,Incline Bench Rear Dumbbell Fly - Gethin Variation,Shoulders,Dumbbell,Intermediate,Strength,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Incline Bench Rear Dumbbell Fly - Gethin Variation targeting Shoulders using Dumbbell at Intermediate level. The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
ex_2583,Dumbbell front raise and press,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell front raise and press combines two upper-body moves into one challenging sequence targeting the deltoid muscles. It's a simple way to boost your heart rate while getting a good upper-body pump, and is a natural fit in time-efficient upper-body or circuit training.","Dumbbell front raise and press targeting Shoulders using Dumbbell at Intermediate level. The dumbbell front raise and press combines two upper-body moves into one challenging sequence targeting the deltoid muscles. It's a simple way to boost your heart rate while getting a good upper-body pump, and is a natural fit in time-efficient upper-body or circuit training."
ex_2584,Rotator cuff warm-up,Shoulders,Dumbbell,Intermediate,Strength,"The rotator cuff warm-up is a simple exercise targeting the rotator cuffs through weighted shoulder external rotation. It's a classic way to warm up the shoulder prior to sports or training, as well as a common rehab movement. The rotator cuffs are a notorious injury-prone structure in the shoulders of Major League pitchers and other athletes. This is a movement most commonly done for moderate to high reps, such as 8-12 reps or more per set.","Rotator cuff warm-up targeting Shoulders using Dumbbell at Intermediate level. The rotator cuff warm-up is a simple exercise targeting the rotator cuffs through weighted shoulder external rotation. It's a classic way to warm up the shoulder prior to sports or training, as well as a common rehab movement. The rotator cuffs are a notorious injury-prone structure in the shoulders of Major League pitchers and other athletes. This is a movement most commonly done for moderate to high reps, such as 8-12 reps or more per set."
ex_2585,Seated Lateral Raise - Gethin Variation,Shoulders,Dumbbell,Intermediate,Strength,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.","Seated Lateral Raise - Gethin Variation targeting Shoulders using Dumbbell at Intermediate level. The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury."
ex_2586,Single-arm dumbbell arc row,Shoulders,Dumbbell,Intermediate,Strength,"The single-arm dumbbell arc row is an exercise for building the latissimus dorsi, or lat, muscles of the back. This variation has more of an arcing shape than the traditional single-arm dumbbell row, which may increase the mind-muscle connection and hit the back from a different angle. You probably won't be able to go as heavy on this as on a traditional row.","Single-arm dumbbell arc row targeting Shoulders using Dumbbell at Intermediate level. The single-arm dumbbell arc row is an exercise for building the latissimus dorsi, or lat, muscles of the back. This variation has more of an arcing shape than the traditional single-arm dumbbell row, which may increase the mind-muscle connection and hit the back from a different angle. You probably won't be able to go as heavy on this as on a traditional row."
ex_2587,Incline Rear Delt Raises - Gethin Variation,Shoulders,Dumbbell,Intermediate,Strength,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Incline Rear Delt Raises - Gethin Variation targeting Shoulders using Dumbbell at Intermediate level. The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
ex_2588,Incline Dumbbell Y Raise,Shoulders,Dumbbell,Intermediate,Strength,Incline Dumbbell Y Raise is a intermediate-level strength exercise targeting shoulders.,Incline Dumbbell Y Raise targeting Shoulders using Dumbbell at Intermediate level. Incline Dumbbell Y Raise is a intermediate-level strength exercise targeting shoulders.
ex_2589,HM Bent-Over Rear-Delt Fly,Shoulders,Dumbbell,Intermediate,Strength,HM Bent-Over Rear-Delt Fly is a intermediate-level strength exercise targeting shoulders.,HM Bent-Over Rear-Delt Fly targeting Shoulders using Dumbbell at Intermediate level. HM Bent-Over Rear-Delt Fly is a intermediate-level strength exercise targeting shoulders.
ex_2590,HM Dumbbell Shoulder Press,Shoulders,Dumbbell,Intermediate,Strength,HM Dumbbell Shoulder Press is a intermediate-level strength exercise targeting shoulders.,HM Dumbbell Shoulder Press targeting Shoulders using Dumbbell at Intermediate level. HM Dumbbell Shoulder Press is a intermediate-level strength exercise targeting shoulders.
ex_2591,HM Single-Leg Overhead Dumbbell Press,Shoulders,Dumbbell,Intermediate,Strength,HM Single-Leg Overhead Dumbbell Press is a intermediate-level strength exercise targeting shoulders.,HM Single-Leg Overhead Dumbbell Press targeting Shoulders using Dumbbell at Intermediate level. HM Single-Leg Overhead Dumbbell Press is a intermediate-level strength exercise targeting shoulders.
ex_2592,6 Way Shoulder Raise,Shoulders,Dumbbell,Intermediate,Strength,6 Way Shoulder Raise is a intermediate-level strength exercise targeting shoulders.,6 Way Shoulder Raise targeting Shoulders using Dumbbell at Intermediate level. 6 Way Shoulder Raise is a intermediate-level strength exercise targeting shoulders.
